step,sigma,unweighted_mse
501,0.3564,0.01643
501,0.2901,0.01338
501,0.6034,0.03745
501,0.0305,0.00045
501,0.6549,0.04031
501,0.5097,0.02367
501,1.6694,0.12007
501,1.3831,0.08672
502,0.2120,0.00693
502,0.6842,0.03550
502,0.1376,0.00285
502,0.3912,0.01742
502,0.1610,0.00559
502,0.4974,0.01876
502,0.0666,0.00133
502,0.1834,0.00408
503,0.2457,0.00824
503,0.6269,0.02412
503,0.0853,0.00172
503,2.3646,0.18605
503,0.4104,0.01920
503,0.1095,0.00280
503,0.0566,0.00092
503,0.2401,0.00900
504,1.0232,0.05425
504,1.5558,0.05220
504,0.2873,0.01104
504,0.0510,0.00060
504,0.3850,0.01730
504,0.3427,0.01099
504,0.2076,0.00743
504,0.0643,0.00079
505,0.3230,0.00976
505,0.8089,0.03733
505,0.1648,0.00516
505,0.8109,0.05040
505,0.1106,0.00342
505,0.1932,0.00758
505,1.5046,0.07323
505,0.2644,0.01048
506,0.5762,0.02630
506,0.7915,0.05128
506,0.7374,0.01693
506,0.2888,0.01071
506,0.3013,0.01068
506,1.5214,0.11009
506,0.2002,0.00719
506,0.2349,0.00915
507,0.0330,0.00050
507,0.1377,0.00367
507,1.1530,0.05199
507,3.4415,0.16930
507,0.6482,0.02598
507,1.5838,0.08869
507,0.2977,0.00962
507,0.0255,0.00026
508,0.0523,0.00092
508,0.0555,0.00073
508,0.3240,0.01574
508,1.1836,0.04457
508,0.7821,0.02769
508,0.2178,0.00852
508,2.9780,0.23101
508,0.1195,0.00290
509,0.2912,0.01799
509,0.6047,0.02246
509,0.0911,0.00189
509,0.9660,0.04468
509,0.3843,0.01129
509,0.3166,0.01528
509,0.2403,0.00858
509,1.1717,0.04381
510,0.1752,0.00480
510,0.2536,0.00982
510,0.8818,0.05654
510,0.1949,0.00559
510,0.6332,0.03602
510,0.2856,0.00642
510,0.4578,0.03251
510,0.0769,0.00118
511,0.1686,0.00484
511,0.6227,0.02472
511,0.5020,0.01572
511,0.4420,0.01905
511,0.1899,0.00455
511,0.1053,0.00225
511,0.3785,0.01623
511,0.0762,0.00154
512,0.7487,0.02317
512,1.0247,0.08273
512,0.1154,0.00225
512,0.2854,0.01021
512,0.2710,0.01238
512,0.2213,0.00621
512,0.1228,0.00287
512,0.0957,0.00238
513,0.0817,0.00167
513,0.1625,0.00411
513,0.1283,0.00278
513,0.0887,0.00181
513,1.2055,0.05663
513,0.5687,0.02382
513,0.6300,0.03459
513,0.2759,0.01008
514,1.0327,0.06569
514,0.2694,0.01390
514,0.5676,0.01974
514,1.0200,0.07339
514,2.3941,0.07850
514,0.1991,0.00543
514,0.0055,0.00002
514,10.5965,0.25673
515,0.2846,0.01218
515,0.5198,0.01738
515,0.1359,0.00424
515,0.0723,0.00175
515,0.3682,0.02303
515,0.6583,0.03088
515,0.0587,0.00098
515,0.2197,0.00821
516,0.1495,0.00524
516,0.1077,0.00238
516,0.7340,0.05492
516,2.1215,0.11664
516,0.2765,0.00873
516,0.1467,0.00378
516,0.8045,0.03592
516,0.0422,0.00061
517,0.6529,0.02548
517,0.0994,0.00177
517,0.7207,0.03589
517,0.5527,0.02547
517,0.7042,0.03672
517,0.3598,0.01056
517,0.0258,0.00028
517,0.4035,0.01576
518,0.1321,0.00416
518,0.3419,0.01017
518,0.2486,0.00847
518,0.2293,0.00798
518,1.4566,0.07468
518,2.1742,0.27995
518,2.0219,0.17004
518,0.3521,0.01575
519,0.1330,0.00452
519,0.3103,0.01297
519,0.2377,0.00992
519,1.3179,0.06740
519,1.8971,0.16379
519,1.0319,0.03663
519,0.1559,0.00384
519,0.2137,0.00518
520,0.0701,0.00136
520,0.4166,0.01981
520,0.1680,0.00361
520,0.8853,0.05255
520,0.4495,0.01488
520,0.0682,0.00142
520,2.4877,0.14498
520,0.1535,0.00449
521,0.4031,0.01788
521,1.1247,0.06119
521,0.0234,0.00031
521,0.0961,0.00228
521,0.2025,0.00721
521,0.0470,0.00092
521,0.2721,0.00887
521,0.5229,0.01939
522,2.0670,0.09777
522,0.5942,0.02422
522,0.0907,0.00170
522,0.4369,0.01364
522,0.3277,0.01013
522,0.0744,0.00092
522,0.1720,0.00513
522,0.1931,0.00388
523,0.4729,0.01353
523,0.4370,0.01645
523,0.7000,0.03066
523,0.1267,0.00423
523,0.5529,0.02223
523,0.3803,0.00624
523,0.3486,0.00936
523,0.0190,0.00017
524,0.0776,0.00101
524,0.5740,0.01987
524,0.1355,0.00410
524,0.5384,0.02311
524,0.0811,0.00182
524,0.5543,0.02728
524,0.5083,0.03100
524,2.0563,0.15256
525,2.1319,0.14313
525,0.4979,0.02944
525,0.0604,0.00103
525,0.5234,0.01638
525,0.5994,0.03139
525,0.1760,0.00700
525,0.3933,0.02065
525,0.0449,0.00067
526,0.7549,0.03273
526,0.7397,0.03517
526,0.3509,0.01208
526,0.5256,0.01450
526,0.7412,0.02867
526,0.6416,0.02907
526,2.6511,0.21100
526,0.3069,0.01468
527,0.4995,0.02214
527,0.3588,0.01355
527,0.4642,0.01370
527,0.6939,0.05103
527,0.1686,0.00700
527,1.2927,0.06404
527,0.2399,0.00860
527,0.1489,0.00287
528,0.4664,0.02143
528,0.7501,0.04402
528,0.6632,0.03256
528,0.1245,0.00385
528,0.0906,0.00195
528,2.0639,0.11485
528,1.1853,0.02716
528,0.2056,0.00869
529,0.5384,0.01598
529,0.0909,0.00234
529,0.0510,0.00063
529,0.1569,0.00473
529,0.3214,0.01059
529,0.3575,0.01443
529,0.2282,0.00649
529,0.4904,0.02302
530,0.0951,0.00184
530,0.0856,0.00103
530,0.1231,0.00244
530,1.8829,0.09217
530,0.3154,0.01122
530,0.0838,0.00159
530,0.2324,0.00480
530,0.1089,0.00347
531,0.0875,0.00166
531,1.1275,0.07806
531,0.1070,0.00296
531,0.5698,0.01544
531,0.3253,0.01315
531,0.0255,0.00022
531,0.1516,0.00506
531,0.2331,0.00793
532,0.2506,0.00750
532,0.4822,0.01413
532,1.0568,0.03075
532,0.4496,0.01354
532,0.4475,0.01743
532,0.1431,0.00429
532,0.0697,0.00118
532,0.5145,0.02205
533,0.1979,0.00604
533,1.0699,0.06582
533,0.1714,0.00500
533,0.2689,0.00876
533,0.0425,0.00067
533,0.0743,0.00153
533,0.2920,0.01300
533,0.4932,0.00975
534,0.0545,0.00121
534,2.3374,0.22357
534,0.3393,0.02675
534,0.1057,0.00289
534,0.1571,0.00468
534,0.1581,0.00369
534,0.1677,0.00502
534,0.6221,0.02170
535,0.3103,0.00633
535,1.1240,0.06838
535,2.9984,0.14111
535,1.0130,0.01718
535,1.1683,0.04521
535,0.6441,0.02752
535,0.1366,0.00439
535,0.2161,0.00986
536,0.3435,0.01452
536,0.3727,0.01819
536,1.1952,0.06881
536,0.0546,0.00077
536,0.2863,0.00551
536,1.5395,0.09899
536,0.3230,0.01309
536,0.0579,0.00074
537,0.2218,0.00920
537,0.1267,0.00315
537,0.0994,0.00153
537,0.3601,0.01881
537,0.3401,0.00846
537,0.3024,0.00628
537,0.4953,0.01833
537,0.0511,0.00052
538,0.4922,0.02090
538,0.0691,0.00125
538,0.1239,0.00346
538,1.2318,0.03606
538,0.9510,0.02380
538,1.2135,0.05662
538,0.0961,0.00185
538,0.0716,0.00122
539,0.0632,0.00144
539,0.0450,0.00054
539,0.6689,0.02858
539,0.1259,0.00388
539,0.2370,0.01044
539,0.2191,0.00795
539,0.5115,0.01056
539,0.4362,0.01719
540,0.9732,0.05372
540,2.1280,0.18000
540,0.2136,0.00818
540,2.8707,0.12624
540,0.0648,0.00155
540,2.8461,0.13056
540,0.4408,0.01567
540,0.1157,0.00303
541,0.1208,0.00295
541,0.1680,0.00575
541,0.7744,0.04122
541,0.3515,0.00854
541,0.3588,0.01448
541,3.5207,0.17006
541,0.4468,0.02320
541,1.1236,0.05090
542,0.0477,0.00092
542,0.2014,0.00570
542,0.0313,0.00049
542,0.1855,0.00543
542,16.2188,0.29330
542,0.6900,0.02379
542,0.1903,0.00437
542,0.2240,0.00669
543,0.0487,0.00075
543,0.3751,0.01083
543,0.1290,0.00370
543,0.0707,0.00075
543,0.5689,0.02383
543,0.0681,0.00100
543,2.2535,0.09197
543,0.4495,0.01009
544,0.7380,0.03479
544,0.5718,0.03271
544,0.7484,0.04936
544,0.3193,0.01399
544,0.3147,0.01465
544,1.0461,0.06029
544,0.9391,0.05044
544,0.6932,0.04028
545,0.4848,0.01949
545,0.0475,0.00063
545,0.3143,0.01287
545,1.4457,0.08046
545,0.4093,0.02492
545,0.2424,0.00716
545,0.1060,0.00269
545,0.0178,0.00015
546,2.4328,0.10549
546,0.0768,0.00064
546,2.1996,0.09780
546,0.1979,0.00445
546,0.0587,0.00098
546,0.0082,0.00004
546,0.0207,0.00018
546,0.4056,0.01758
547,0.6499,0.02625
547,3.2630,0.25149
547,2.1890,0.10956
547,0.0835,0.00127
547,0.2753,0.00908
547,0.6736,0.02802
547,0.0729,0.00125
547,0.1041,0.00252
548,0.2807,0.00633
548,0.8685,0.05309
548,0.0260,0.00027
548,0.5672,0.02444
548,0.4657,0.02317
548,2.3414,0.20436
548,3.9471,0.24036
548,0.0862,0.00136
549,0.0948,0.00243
549,0.7074,0.02701
549,0.0878,0.00169
549,0.9889,0.05256
549,0.7095,0.01653
549,0.4450,0.01746
549,1.6183,0.09570
549,0.2097,0.00663
550,0.1003,0.00203
550,2.3894,0.13475
550,0.1936,0.00735
550,0.9220,0.05186
550,0.5330,0.01811
550,0.3898,0.00829
550,0.1107,0.00246
550,1.4207,0.07259
551,0.2194,0.00454
551,0.1317,0.00426
551,0.3578,0.01141
551,0.5752,0.03036
551,0.5155,0.02012
551,1.3138,0.02588
551,0.9090,0.05066
551,4.6492,0.21683
552,0.0186,0.00014
552,0.0503,0.00078
552,0.4007,0.01377
552,0.4290,0.01633
552,0.3405,0.01377
552,0.5684,0.01721
552,0.1936,0.00727
552,0.4838,0.01809
553,0.0597,0.00139
553,0.5261,0.03439
553,0.1111,0.00236
553,0.1270,0.00322
553,0.0092,0.00005
553,0.0183,0.00010
553,0.3276,0.01463
553,0.6043,0.04241
554,0.0254,0.00015
554,0.5821,0.02183
554,0.4485,0.01847
554,0.6914,0.03364
554,1.0408,0.09320
554,0.9670,0.03435
554,0.9714,0.05517
554,0.0324,0.00024
555,1.0640,0.03583
555,0.2484,0.00795
555,0.1860,0.00487
555,1.2404,0.02222
555,0.3102,0.01058
555,0.4800,0.02092
555,0.1713,0.00631
555,0.6858,0.02362
556,0.1939,0.00825
556,2.1366,0.11747
556,0.0947,0.00180
556,0.2902,0.01265
556,0.0536,0.00087
556,0.0110,0.00007
556,0.2005,0.00427
556,0.1809,0.00418
557,0.1059,0.00218
557,0.3912,0.01045
557,0.1326,0.00293
557,0.0616,0.00090
557,0.7133,0.03037
557,1.4817,0.03458
557,0.0705,0.00167
557,3.0927,0.07226
558,0.3268,0.00985
558,1.9818,0.13240
558,0.3461,0.01515
558,0.9445,0.06449
558,0.1689,0.00559
558,0.1733,0.00551
558,0.4154,0.01597
558,0.3167,0.01357
559,2.0070,0.14494
559,0.0379,0.00055
559,1.1754,0.05759
559,0.4901,0.01118
559,0.1951,0.00452
559,3.4044,0.21903
559,0.0836,0.00156
559,0.1666,0.00494
560,1.8494,0.10614
560,0.3322,0.01442
560,12.2819,0.18730
560,0.1996,0.00664
560,1.5440,0.03029
560,0.7169,0.03907
560,0.6443,0.03088
560,1.2766,0.11705
561,0.3720,0.01312
561,0.5678,0.02801
561,0.0489,0.00054
561,0.1933,0.00624
561,0.0665,0.00096
561,0.2151,0.00815
561,0.0597,0.00074
561,0.4439,0.01549
562,0.2703,0.00795
562,0.4269,0.01948
562,0.0886,0.00166
562,0.1279,0.00328
562,0.4361,0.01528
562,0.9686,0.05232
562,0.1934,0.00584
562,0.2705,0.01284
563,0.1983,0.00703
563,0.0832,0.00191
563,0.1911,0.00526
563,1.7929,0.10414
563,0.1144,0.00254
563,0.6711,0.03263
563,0.7906,0.03025
563,0.2509,0.00607
564,0.2731,0.00818
564,0.7872,0.01876
564,0.3144,0.01063
564,0.4937,0.01378
564,0.4446,0.02079
564,0.3274,0.00948
564,0.3913,0.01835
564,1.2890,0.05776
565,0.0702,0.00095
565,0.7392,0.03501
565,0.1302,0.00335
565,1.3370,0.08196
565,0.0854,0.00157
565,1.6352,0.08550
565,0.2724,0.00602
565,1.4385,0.08225
566,0.0717,0.00090
566,0.9969,0.05326
566,1.4764,0.04470
566,0.6935,0.04114
566,0.5357,0.01694
566,0.4714,0.01497
566,0.1219,0.00229
566,4.2177,0.16084
567,0.8128,0.03113
567,0.6009,0.01218
567,0.1144,0.00270
567,1.0740,0.04766
567,0.1165,0.00316
567,0.8086,0.03436
567,0.2788,0.00520
567,0.1413,0.00189
568,0.3008,0.01147
568,0.8200,0.03439
568,0.9681,0.04527
568,0.1497,0.00309
568,0.1936,0.00582
568,0.1824,0.00622
568,0.1638,0.00408
568,0.0342,0.00031
569,0.2651,0.00766
569,0.0687,0.00159
569,0.5027,0.01482
569,1.0812,0.05787
569,0.6808,0.02514
569,0.7069,0.04447
569,2.3682,0.13602
569,0.1034,0.00238
570,0.9421,0.04434
570,1.2886,0.06491
570,0.5273,0.01608
570,0.0490,0.00066
570,1.2106,0.12079
570,0.0097,0.00005
570,0.0321,0.00036
570,3.1456,0.20458
571,0.6769,0.03063
571,0.0733,0.00160
571,0.0156,0.00014
571,0.1711,0.00603
571,0.0849,0.00171
571,0.5693,0.01731
571,1.2247,0.06980
571,0.7829,0.03585
572,0.0986,0.00213
572,0.0660,0.00115
572,0.3632,0.00972
572,4.2373,0.25125
572,0.1411,0.00355
572,0.9832,0.03372
572,0.1279,0.00210
572,0.1066,0.00275
573,0.0779,0.00099
573,0.5835,0.03949
573,0.1260,0.00272
573,0.4293,0.01188
573,0.2532,0.00520
573,0.1495,0.00223
573,0.3693,0.00886
573,0.1404,0.00318
574,0.2304,0.00674
574,0.0251,0.00018
574,0.3398,0.00730
574,0.2174,0.00654
574,0.1487,0.00295
574,0.1866,0.00618
574,0.9759,0.06497
574,0.0897,0.00154
575,2.3886,0.18837
575,0.3655,0.01162
575,0.0499,0.00077
575,0.2251,0.00653
575,0.6827,0.03149
575,2.8040,0.13513
575,0.0795,0.00187
575,0.6474,0.02415
576,1.8887,0.16210
576,0.0312,0.00040
576,0.3659,0.00670
576,0.8581,0.03594
576,0.2793,0.00884
576,0.0657,0.00106
576,0.0978,0.00203
576,0.1575,0.00223
577,0.1200,0.00335
577,0.4952,0.02344
577,0.6135,0.01744
577,0.6513,0.02790
577,0.6690,0.02929
577,0.1634,0.00509
577,2.9594,0.17628
577,0.2636,0.00647
578,0.1483,0.00387
578,0.1288,0.00177
578,0.9317,0.05456
578,0.0391,0.00047
578,0.4085,0.01301
578,0.0935,0.00208
578,1.4313,0.04712
578,0.2713,0.01021
579,0.3589,0.01366
579,5.3081,0.22582
579,0.2216,0.00766
579,0.0872,0.00147
579,0.4514,0.01369
579,0.2908,0.00852
579,0.5249,0.03030
579,0.4896,0.02147
580,0.9888,0.05160
580,0.1695,0.00362
580,0.7366,0.01413
580,4.2622,0.15961
580,0.3687,0.01543
580,0.0186,0.00017
580,0.1229,0.00265
580,0.0539,0.00098
581,0.2694,0.00935
581,0.3562,0.01212
581,1.5189,0.06764
581,0.8958,0.04604
581,0.1165,0.00262
581,0.7484,0.03506
581,1.7782,0.15658
581,0.8286,0.02318
582,2.2967,0.17299
582,1.8285,0.15254
582,0.2080,0.00449
582,0.4772,0.02150
582,0.1348,0.00439
582,0.9030,0.05112
582,0.1203,0.00209
582,0.5409,0.02815
583,0.3037,0.01086
583,0.0330,0.00048
583,0.5494,0.00993
583,0.2413,0.01104
583,0.4307,0.01276
583,0.5774,0.02931
583,0.2832,0.01024
583,0.1741,0.00516
584,0.3972,0.01635
584,0.1480,0.00436
584,1.3425,0.06039
584,1.4538,0.06224
584,0.3062,0.00988
584,0.2012,0.00476
584,0.1744,0.00435
584,0.6499,0.02622
585,3.8601,0.29597
585,0.0606,0.00082
585,0.1338,0.00306
585,2.0391,0.15501
585,0.0676,0.00124
585,1.9712,0.16479
585,0.0565,0.00047
585,0.0414,0.00046
586,0.3515,0.01451
586,0.0793,0.00162
586,0.5491,0.03757
586,0.3586,0.00936
586,0.3071,0.00930
586,0.0843,0.00164
586,0.3632,0.00608
586,0.0437,0.00071
587,0.3084,0.01161
587,0.1070,0.00295
587,0.1138,0.00308
587,0.8373,0.03726
587,0.6325,0.02043
587,1.1997,0.06330
587,0.2107,0.00643
587,0.0346,0.00044
588,0.1016,0.00309
588,1.7066,0.07325
588,0.2917,0.00655
588,2.2137,0.14091
588,4.2021,0.30342
588,0.1522,0.00366
588,0.0155,0.00010
588,0.1869,0.00383
589,2.4368,0.14693
589,5.9630,0.28486
589,0.9668,0.04316
589,0.1728,0.00334
589,1.0865,0.02963
589,0.0472,0.00055
589,0.1962,0.00691
589,0.8583,0.05203
590,0.4658,0.01331
590,0.2696,0.00829
590,0.0823,0.00147
590,0.2833,0.00626
590,0.1550,0.00426
590,0.6922,0.02457
590,0.4654,0.01751
590,0.5064,0.01574
591,0.2137,0.00626
591,0.3340,0.01034
591,0.3659,0.01429
591,3.4476,0.22962
591,0.4290,0.01390
591,0.0136,0.00010
591,0.3230,0.01216
591,0.1565,0.00328
592,1.1711,0.07209
592,0.0826,0.00102
592,0.0541,0.00079
592,0.1351,0.00266
592,0.4129,0.01638
592,0.1238,0.00243
592,2.9678,0.22153
592,0.3151,0.01273
593,0.6303,0.02341
593,1.9530,0.11718
593,0.3217,0.01256
593,0.2588,0.00749
593,0.7278,0.02575
593,0.0598,0.00096
593,0.6039,0.01870
593,0.5820,0.02896
594,0.4389,0.01597
594,0.4098,0.01288
594,0.1379,0.00182
594,0.1067,0.00264
594,0.0407,0.00044
594,0.0689,0.00133
594,0.4482,0.01992
594,0.2395,0.00638
595,0.2235,0.00693
595,2.9143,0.27739
595,0.2390,0.00416
595,0.3253,0.01345
595,0.1263,0.00283
595,0.2247,0.00715
595,0.7864,0.03296
595,0.1029,0.00123
596,0.0446,0.00041
596,0.2208,0.00812
596,0.3408,0.01039
596,2.1593,0.14183
596,0.3450,0.01128
596,0.3527,0.01187
596,0.0724,0.00145
596,0.4121,0.02065
597,0.4447,0.02394
597,0.1905,0.00697
597,0.0838,0.00152
597,0.3776,0.01107
597,0.1302,0.00262
597,0.1652,0.00374
597,0.2862,0.00716
597,0.0916,0.00150
598,0.0983,0.00147
598,0.9442,0.03883
598,0.9541,0.05461
598,0.0804,0.00096
598,0.4085,0.00819
598,0.2896,0.01104
598,0.9950,0.04697
598,0.1389,0.00239
599,0.0353,0.00033
599,0.3719,0.01189
599,0.1237,0.00295
599,0.0630,0.00098
599,0.5715,0.02526
599,0.4506,0.01657
599,0.3645,0.00947
